class_label,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19
cat,-320.1755676269531,136.3671112060547,-23.700172424316406,39.980594635009766,-7.010916709899902,11.694194793701172,-4.902670383453369,-1.9866122007369995,3.747141122817993,-5.022237300872803,6.655451774597168,-4.812119007110596,1.2085754871368408,-6.998117446899414,-3.6396656036376953,-1.4259141683578491,-4.393936634063721,-1.339302659034729,-4.712763786315918,1.0074464082717896
cat,-294.5383605957031,26.171525955200195,-92.84243774414062,29.014530181884766,-33.14613342285156,13.91783332824707,-24.78896141052246,4.347519874572754,12.522923469543457,-1.6329349279403687,4.844560623168945,-6.531928539276123,4.017280101776123,-16.32851791381836,3.1893463134765625,-5.868710041046143,2.677079677581787,16.318754196166992,13.537803649902344,20.580768585205078
cat,-197.04136657714844,99.99088287353516,-47.22028350830078,43.00090408325195,-21.35609245300293,17.582870483398438,2.6748976707458496,-3.0257537364959717,-2.1161270141601562,-8.44190502166748,12.968022346496582,3.543649673461914,27.27906608581543,3.6466152667999268,-17.519269943237305,-12.898462295532227,-15.902897834777832,6.4422478675842285,0.2757468819618225,-17.755979537963867
cat,-263.7371826171875,94.68017578125,-44.6328010559082,2.1021742820739746,-28.08576011657715,-0.9666286706924438,-15.21180534362793,-15.589686393737793,-0.7727513313293457,-10.528851509094238,-6.420102119445801,-13.38710880279541,-4.328821182250977,-10.297418594360352,-6.7715373039245605,-2.009643793106079,-6.553847789764404,0.002080855891108513,-3.8762149810791016,1.9022091627120972
cat,-284.7294921875,116.05815887451172,-52.67454147338867,7.886898517608643,-34.80592346191406,3.8270576000213623,-16.857620239257812,-15.378865242004395,-0.702247142791748,-11.061626434326172,-2.4877939224243164,-15.70875072479248,-5.034329414367676,-12.469708442687988,-7.472370624542236,-2.2920429706573486,-3.6941394805908203,3.8639872074127197,1.2211593389511108,10.463616371154785
cat,-288.0467834472656,116.32968139648438,-50.95354080200195,10.416845321655273,-31.697975158691406,2.5911717414855957,-17.20995330810547,-14.055968284606934,-0.39338159561157227,-11.615782737731934,-3.1549391746520996,-15.834927558898926,-5.098920822143555,-11.421659469604492,-5.851799011230469,0.5215850472450256,-0.35608458518981934,4.2748823165893555,-1.2241781949996948,5.971676349639893
cat,-297.2742614746094,132.37034606933594,-42.67329788208008,62.62620544433594,-18.65875816345215,36.679893493652344,-6.644035339355469,12.980756759643555,7.100960731506348,0.8716930150985718,15.066634178161621,-8.876055717468262,9.35893726348877,-8.032759666442871,7.172154903411865,0.2531275451183319,1.3002222776412964,2.175654172897339,-2.979938507080078,4.550332069396973
cat,-280.9021301269531,134.48963928222656,-50.13772964477539,66.41726684570312,-17.071725845336914,38.406410217285156,-7.516699314117432,11.949057579040527,6.473588943481445,1.5629611015319824,15.032977104187012,-9.16884708404541,9.064234733581543,-8.219017028808594,8.96932315826416,0.35686492919921875,1.1376712322235107,2.546532154083252,-1.8649070262908936,5.182425498962402
cat,-269.3042297363281,135.6182861328125,-43.77482223510742,61.7489128112793,-12.032730102539062,36.80107879638672,-6.104588031768799,7.768906116485596,4.626782417297363,-1.1315701007843018,12.391227722167969,-11.52247142791748,5.5095367431640625,-6.768733978271484,8.802188873291016,1.0462899208068848,0.7573893070220947,3.3404619693756104,-2.3188326358795166,5.141951084136963
cat,-264.8028869628906,73.53690338134766,-72.20526885986328,59.73961639404297,-30.137859344482422,15.54845905303955,6.953530788421631,6.958037376403809,25.10167121887207,22.070688247680664,31.935470581054688,6.831953525543213,6.554021835327148,-17.82801055908203,-5.779931545257568,11.184500694274902,9.25711727142334,4.88654899597168,0.4339042603969574,23.01136589050293
cat,-356.8235778808594,76.44268798828125,-5.600489139556885,-3.875486373901367,-16.32075309753418,-3.862654209136963,-5.458484649658203,-29.460725784301758,-18.723682403564453,-11.100674629211426,-9.430593490600586,-1.9829381704330444,-7.853880405426025,-8.054109573364258,1.2993539571762085,5.709484100341797,10.993014335632324,14.965052604675293,13.043127059936523,4.331899642944336
cat,-370.89971923828125,118.85492706298828,11.652405738830566,16.1622371673584,16.97049331665039,-1.4322329759597778,-6.725325584411621,-3.4154040813446045,-12.576184272766113,-12.761165618896484,-1.411293387413025,-9.377982139587402,-12.068076133728027,-6.782701015472412,-10.010955810546875,-8.831459045410156,-5.475549221038818,-6.445584774017334,-7.95592737197876,-8.354790687561035
cat,-223.50071716308594,97.51897430419922,-47.82701110839844,78.52750396728516,-15.508423805236816,29.324275970458984,-9.109521865844727,23.148202896118164,3.393188953399658,-12.592256546020508,14.807486534118652,-1.0007874965667725,30.00264549255371,11.563770294189453,23.955158233642578,13.143852233886719,-19.46034049987793,-10.097878456115723,18.507427215576172,6.526214599609375
cat,-219.5546417236328,184.5006866455078,-61.98212814331055,-13.092131614685059,32.4464225769043,-3.9599008560180664,-19.214160919189453,8.27534294128418,6.321944236755371,-14.252161026000977,-2.7354605197906494,0.2009824961423874,-2.225109100341797,-5.64928674697876,-6.163186550140381,0.299933522939682,-3.501681327819824,-4.267172336578369,-5.93609619140625,-3.9333531856536865
